chrom_ncbi chrom start start_phase end end_phase strand gene_id gene_name transcription_start transcription_end
NC_000003.12 chr3 149173713 2 149221792 0 - 1356 CP 149162409 149222050
NC_000006.12 chr6 30137036 0 30147812 1 + 135644 TRIM40 30134509 30148773
NT_167244.2 chr6_GL000250v2_alt 1395132 0 1405908 1 + 135644 TRIM40 1394223 1406831
NT_113891.3 chr6_GL000251v2_alt 1616841 0 1627620 1 + 135644 TRIM40 1614313 1628581
NT_167245.2 chr6_GL000252v2_alt 1392954 0 1403729 1 + 135644 TRIM40 1392025 1404652
NT_167246.2 chr6_GL000253v2_alt 1447758 0 1458534 1 + 135644 TRIM40 1446829 1459495
NT_167247.2 chr6_GL000254v2_alt 1481125 0 1491894 1 + 135644 TRIM40 1480071 1492859
NT_167248.2 chr6_GL000255v2_alt 1392164 0 1402941 1 + 135644 TRIM40 1389647 1403902
NT_167249.2 chr6_GL000256v2_alt 1435975 0 1446744 1 + 135644 TRIM40 1434923 1447709
NC_000006.12 chr6 30940999 0 30953117 0 + 135656 DPCR1 30940999 30954221
NT_113891.3 chr6_GL000251v2_alt 2420583 0 2432692 0 + 135656 DPCR1 2420583 2433795
NT_167245.2 chr6_GL000252v2_alt 2197307 0 2209424 0 + 135656 DPCR1 2197307 2210527
NT_167247.2 chr6_GL000254v2_alt 2285132 0 NA 2 + 135656 DPCR1 2285132 2295265
NT_167248.2 chr6_GL000255v2_alt 2196153 0 2208270 0 + 135656 DPCR1 2196153 2209373
NC_000007.14 chr7 130380520 0 130388011 2 + 1357 CPA1 130380370 130388108
NC_000007.14 chr7 130266881 0 130289747 2 + 1358 CPA2 130266862 130289798
NC_000007.14 chr7 73861194 0 73865873 0 + 135886 WBSCR28 73861158 73865894
NC_000007.14 chr7 73312920 2 73324787 0 - 135892 TRIM50 73312471 73328279
NC_000003.12 chr3 148865307 0 148896707 2 + 1359 CPA3 148865255 148897087
NC_000007.14 chr7 143026199 0 143027132 0 - 135924 OR9A2 142997850 143027284
NT_187562.1 chr7_KI270803v1_alt 1049266 0 1050199 0 - 135924 OR9A2 1020917 1050351
NC_000007.14 chr7 142939546 0 142940587 2 + 135927 C7orf34 142939505 142940870
NT_187562.1 chr7_KI270803v1_alt 962613 0 963654 2 + 135927 C7orf34 962572 963937
NC_000007.14 chr7 143285957 0 143286829 1 + 135932 TMEM139 143284898 143288049
NC_000007.14 chr7 144397239 2 144410227 0 - 135935 NOBOX 144396913 144410227
NC_000007.14 chr7 144129112 0 144130045 0 + 135941 OR2A14 144129112 144130045
NC_000007.14 chr7 144003996 0 144004932 0 + 135946 OR6B1 144003996 144004932
NC_000007.14 chr7 143935232 0 143936186 0 + 135948 OR2F2 143935232 143936186
NC_000017.11 chr17 15945248 0 15975342 1 + 136 ADORA2B 15927782 15975896
NC_000003.12 chr3 148827823 0 148860002 2 + 1360 CPB1 148791179 148860192
NC_000007.14 chr7 149070422 2 149090640 0 - 136051 ZNF786 149069640 149090777
NC_000013.11 chr13 46053613 2 46105009 0 - 1361 CPB2 46053186 46105076
NC_000017.11 chr17 30378980 0 30464814 2 + 1362 CPD 30378909 30469657
NC_000007.14 chr7 101363032 0 101557530 2 + 136227 COL26A1 101362819 101559024
NC_000007.14 chr7 141836394 0 141841049 0 - 136242 PRSS37 141836277 141842499
NC_000007.14 chr7 130733061 0 130734033 0 - 136259 KLF14 130732553 130734033
NC_000007.14 chr7 130207910 0 130216470 2 + 136263 SSMEM1 130205402 130216844
NC_000007.14 chr7 48036308 0 48060272 2 + 136288 C7orf57 48035510 48061297
NC_000004.12 chr4 165379221 0 165497610 0 + 1363 CPE 165378944 165498330
NC_000007.14 chr7 138594609 0 138679045 0 - 136306 SVOPL 138594284 138701354
NC_000007.14 chr7 135929925 0 135977100 0 - 136319 MTPN 135926754 135977456
NC_000007.14 chr7 134127367 0 134263975 2 + 136332 LRGUK 134127351 134264181
NC_000007.14 chr7 151176111 0 151187722 0 - 136371 ASB10 151175697 151187832
NC_000007.14 chr7 73831201 0 73831831 0 + 1364 CLDN4 73830862 73832693
NC_000007.14 chr7 73769386 0 73770049 0 - 1365 CLDN3 73768996 73770270
NC_000007.14 chr7 142252220 0 142257707 0 - 136541 PRSS58 142252137 142258058
NT_187562.1 chr7_KI270803v1_alt 214120 0 219607 0 - 136541 PRSS58 214037 219958
NC_000017.11 chr17 7260373 1 7262043 0 - 1366 CLDN7 7259902 7263193
NC_000007.14 chr7 40133058 0 40134567 0 - 136647 MPLKIP 40132742 40134652
NC_000012.12 chr12 68856436 0 68932837 0 - 1368 CPM 68851174 68963240
NC_000007.14 chr7 76390058 2 76404439 0 - 136853 SSC4D 76389328 76409695
NC_000007.14 chr7 25135971 0 25179308 0 - 136895 C7orf31 25125199 25180748
NC_000010.11 chr10 100042426 0 100081625 0 - 1369 CPN1 100042307 100081901
NC_000007.14 chr7 117363595 0 117427460 0 - 136991 ASZ1 117363221 117427523
NC_000003.12 chr3 194341064 0 194342702 0 - 1370 CPN2 194339764 194351345
NC_000008.11 chr8 8702398 0 8703277 0 + 137075 CLDN23 8702155 8704107
NC_000003.12 chr3 98580682 1 98593504 0 - 1371 CPOX 98576413 98593668
NC_000008.11 chr8 124975640 0 124977858 2 + 137209 ZNF572 124848551 124979511
NC_000002.12 chr2 210477763 0 210677985 0 + 1373 CPS1 210477681 210679107
NC_000008.11 chr8 37934292 2 37940029 0 - 137362 GOT1L1 37934280 37940157
NC_000008.11 chr8 93700647 0 93728297 0 + 137392 FAM92A1 93700251 93729253
NC_000011.10 chr11 68754815 0 68815474 0 - 1374 CPT1A 68754619 68841931
NC_000008.11 chr8 17247244 0 17286427 0 + 137492 VPS37A 17246891 17298024
NC_000022.11 chr22 50569337 0 50577915 0 - 1375 CPT1B 50568860 50578667
NC_000001.11 chr1 53196943 0 53213595 2 + 1376 CPT2 53196428 53214197
NC_000008.11 chr8 95025008 0 95057937 0 + 137682 NDUFAF6 94895450 95058716
NC_000008.11 chr8 55740131 0 55762959 0 - 137695 TMEM68 55738743 55773407
NC_000008.11 chr8 106761036 1 106770190 0 - 137735 ABRA 106759482 106770244
NC_000008.11 chr8 142750282 2 142752451 0 - 137797 LYPD2 142750209 142752534
NC_000001.11 chr1 207496267 0 207639409 1 + 1378 CR1 207496127 207641765
NC_000008.11 chr8 23702450 2 23706598 0 - 137814 NKX2-6 23702450 23706598
NC_000008.11 chr8 132710966 1 132758879 0 - 137835 TMEM71 132709944 132760712
NC_000008.11 chr8 14090442 0 15237623 0 - 137868 SGCZ 14089863 15238283
NC_000008.11 chr8 66432516 0 66468352 0 + 137872 ADHFE1 66432482 66468809
NC_000008.11 chr8 58411385 0 58447551 1 + 137886 UBXN2B 58411263 58451501
NC_000001.11 chr1 207645233 0 207723685 2 + 1379 CR1L 207645112 207723691
NC_000008.11 chr8 51319890 0 51809344 0 - 137902 PXDNL 51319574 51811029
NC_000008.11 chr8 41599139 0 41621001 1 + 137964 AGPAT6 41578187 41625001
NC_000008.11 chr8 35235784 0 35790563 1 + 137970 UNC5D 35235456 35796550
NC_000008.11 chr8 38387983 0 38408274 0 + 137994 LETM2 38386428 38409527
NC_000001.11 chr1 207454418 0 207485554 1 + 1380 CR2 207454299 207489897
NC_000008.11 chr8 87872783 0 87873971 0 - 138009 DCAF4L2 87870742 87874068
NC_000008.11 chr8 84184998 0 84920911 0 + 138046 RALYL 84183217 84921844
NC_000008.11 chr8 43140496 0 43199569 2 + 138050 HGSNAT 43140448 43202827
NC_000009.12 chr9 113297605 0 113298184 0 - 138065 RNF183 113297092 113303274
NC_000015.10 chr15 78340428 0 78347977 0 + 1381 CRABP1 78340323 78348230
NC_000009.12 chr9 136011515 2 136050521 0 - 138151 NACC2 136006536 136095285
NC_000009.12 chr9 135495426 0 135499851 0 - 138162 C9orf116 135495179 135501832
NC_000009.12 chr9 74983766 0 75028241 0 - 138199 C9orf41 74981019 75028486
NC_000001.11 chr1 156700025 0 156705446 0 - 1382 CRABP2 156699605 156705816
NC_000009.12 chr9 72052295 2 72060509 0 - 138240 C9orf57 72051380 72060605
NC_000009.12 chr9 71911734 0 71972842 1 + 138241 C9orf85 71911320 71973459
NC_000009.12 chr9 69820879 0 69906136 0 + 138255 C9orf135 69820799 69906237
NC_000009.12 chr9 136754497 0 136757930 0 - 138307 LCN8 136754387 136758279
NC_000009.12 chr9 136712665 0 136723774 0 + 138311 FAM69B 136712571 136724718
NC_000009.12 chr9 129095396 0 129110509 0 - 1384 CRAT 129094793 129110791
NC_000009.12 chr9 127714099 0 127715639 0 - 138428 PTRH1 127713947 127716714
NC_000009.12 chr9 127921846 1 127930752 0 - 138429 PIP5KL1 127921528 127930797
NC_000009.12 chr9 32630098 0 32635579 0 - 138474 TAF1L 32629453 32635669
NC_000002.12 chr2 207555635 0 207597058 1 + 1385 CREB1 207529891 207605560
NC_000002.12 chr2 175074608 2 175136443 0 - 1386 ATF2 175072249 175168206
NC_000009.12 chr9 94064739 0 94107944 0 + 138639 PTPDC1 94030793 94109856
NC_000016.10 chr16 3727717 0 3879916 0 - 1387 CREBBP 3725053 3880120
NC_000009.12 chr9 34621457 2 34628014 0 - 138715 ARID3C 34621285 34628950
NC_000009.12 chr9 34610804 0 34611296 0 - 138716 RPP25L 34610484 34612113
NC_000009.12 chr9 35041144 0 35045869 0 + 138724 C9orf131 35041094 35045991
NC_000009.12 chr9 104598456 0 104599413 0 - 138799 OR13C5 104598456 104599413
NC_000006.12 chr6 32115738 2 32128207 0 - 1388 ATF6B 32115267 32128240
NT_113891.3 chr6_GL000251v2_alt 3554071 2 3566538 0 - 1388 ATF6B 3553600 3566571
NT_167245.2 chr6_GL000252v2_alt 3357104 2 3369571 0 - 1388 ATF6B 3356633 3369604
NT_167247.2 chr6_GL000254v2_alt 3457758 2 3470227 0 - 1388 ATF6B 3457287 3470260
NC_000009.12 chr9 104569167 0 104570130 0 + 138802 OR13C8 104569167 104570130
NC_000009.12 chr9 104535769 0 104536813 0 - 138803 OR13C3 104535769 104536813
NC_000009.12 chr9 104526252 0 104527209 0 - 138804 OR13C4 104526252 104527209
NC_000009.12 chr9 104504262 0 104505222 0 + 138805 OR13F1 104504262 104505222
NC_000009.12 chr9 122567547 0 122568477 0 - 138881 OR1L8 122546235 122693914
NC_000009.12 chr9 122553169 0 122554162 0 + 138882 OR1N2 122553169 122554162
NC_000009.12 chr9 122526357 0 122527293 0 - 138883 OR1N1 122526357 122527293
NC_000012.12 chr12 12612172 0 12641998 2 + 1389 CREBL2 12611832 12645108
NC_000010.11 chr10 35137835 0 35211803 1 + 1390 CREM 35126840 35212958
NC_000023.11 chrX 143628594 0 143631108 0 - 139065 SLITRK4 143622789 143636107
NC_000023.11 chrX 143508814 0 143517391 0 - 139067 SPANXN3 143508734 143517475
NC_000023.11 chrX 141838315 0 141897832 0 + 139081 MAGEC3 141838315 141897832
NC_000023.11 chrX 18165008 2 18220750 0 - 139105 BEND2 18162930 18220904
NC_000023.11 chrX 151601553 0 151676143 0 + 139135 PASD1 151563534 151676739
NC_000023.11 chrX 126551216 0 126552608 0 - 139170 DCAF12L1 126549382 126552859
NC_000023.11 chrX 50368939 2 50470678 0 - 139189 DGKK 50365406 50470738
NC_000008.11 chr8 66176886 0 66177477 0 - 1392 CRH 66176376 66178611
NC_000023.11 chrX 107212875 0 107243298 1 + 139212 PIH1D3 107206558 107244243
NC_000023.11 chrX 106205432 0 106207523 0 + 139221 MUM1L1 106168277 106208961
NC_000023.11 chrX 104166785 0 104189778 0 + 139231 FAM199X 104166474 104195902
NC_000023.11 chrX 64189878 0 64193286 0 - 139285 AMER1 64185116 64206398
NC_000005.10 chr5 76953134 0 76968885 2 + 1393 CRHBP 76952834 76981147
NC_000023.11 chrX 85003912 0 85087678 2 + 139322 APOOL 85003891 85093317
NC_000023.11 chrX 84321888 0 84475397 0 - 139324 HDX 84317873 84502584
NC_000023.11 chrX 44524197 0 44542832 0 - 139341 FUNDC1 44523638 44542975
NC_000023.11 chrX 136308777 0 136416491 2 + 139378 ADGRG4 136300962 136416907
NC_000017.11 chr17 45784544 0 45834764 0 + 1394 CRHR1 45784279 45835828
NT_167251.2 chr17_GL000258v2_alt 953386 0 1003625 0 - 1394 CRHR1 952321 1003890
NT_187663.1 chr17_KI270908v1_alt 486655 0 536886 0 + 1394 CRHR1 486390 537950
NC_000023.11 chrX 23334875 0 23394185 2 + 139411 PTCHD1 23334353 23396801
NC_000023.11 chrX 27821306 0 27822350 0 + 139422 MAGEB10 27807449 27823532
NC_000023.11 chrX 27979531 0 27981334 0 - 139425 DCAF8L1 27977992 27981449
NC_000007.14 chr7 30653459 0 30700033 0 - 1395 CRHR2 30651842 30700103
NC_000023.11 chrX 70062524 0 70063391 0 + 139562 OTUD6A 70062490 70064179
NC_000023.11 chrX 75274254 0 75303511 2 + 139596 UPRT 75274058 75304897
NC_000023.11 chrX 75783479 0 75785051 0 - 139599 MAGEE2 75782987 75785244
NC_000014.9 chr14 105487259 0 105488511 2 + 1396 CRIP1 105486919 105488789
NC_000023.11 chrX 35802196 0 35803171 0 + 139604 MAGEB16 35795540 35803762
NC_000023.11 chrX 55623711 0 55624647 0 + 139628 FOXR2 55623399 55626188
NC_000014.9 chr14 105473247 0 105479653 2 + 1397 CRIP2 105472937 105480170
NC_000023.11 chrX 154678177 0 154751025 0 - 139716 GAB3 154675248 154751583
NC_000023.11 chrX 153670456 0 153674175 0 - 139728 PNCK 153669732 153687768
NC_000023.11 chrX 153418322 0 153421628 2 + 139735 ZFP92 153411469 153426481
NC_000023.11 chrX 128051075 0 128052206 0 - 139741 ACTRT1 128050961 128052403
NC_000023.11 chrX 130384439 0 130385447 0 - 139760 GPR119 130384344 130385537
NC_000023.11 chrX 55258505 2 55263903 0 - 139793 PAGE3 55258414 55463452
NC_000017.11 chr17 1423512 0 1456117 0 - 1398 CRK 1421352 1456267
NT_187613.1 chr17_KI270862v1_alt 365538 0 NA 0 - 1398 CRK 363378 379185
NC_000023.11 chrX 115189441 0 115192645 0 + 139804 RBMXL3 115189399 115192868
NC_000023.11 chrX 118495971 0 118685807 0 + 139818 DOCK11 118495908 118686160
NC_000023.11 chrX 63350069 0 63350819 0 - 139886 SPIN4 63347227 63351339
NC_000022.11 chr22 20917934 0 20949845 0 + 1399 CRKL 20917397 20953749
NC_000002.12 chr2 218264532 1 218270086 0 - 14 AAMP 218264128 218270209
NC_000001.11 chr1 111499949 1 111503354 0 - 140 ADORA3 111499428 111504121
NC_000004.12 chr4 5821759 2 5892969 0 - 1400 CRMP1 5820763 5893083
NC_000024.10 chrY 20756163 0 20781032 0 + 140032 RPS4Y2 20756067 20781056
NC_000001.11 chr1 159713524 2 159714485 0 - 1401 CRP 159712288 159714609
NC_000021.9 chr21 30396086 0 30396605 0 + 140258 KRTAP13-1 30396073 30396822
NC_000021.9 chr21 32576773 0 32584304 0 - 140290 TCP10L 32574840 32585535
NC_000005.10 chr5 83641495 2 83673523 0 - 1404 HAPLN1 83638197 83721077
NC_000013.11 chr13 98176162 2 98177236 0 - 140432 RNF113B 98175784 98177267
NC_000007.14 chr7 101020135 0 101058044 0 + 140453 MUC17 101020075 101058859
NC_000023.11 chrX 15283504 2 15315605 0 - 140456 ASB11 15275643 15315667
NC_000004.12 chr4 176215599 2 176269108 0 - 140458 ASB5 176213672 176277571
NC_000009.12 chr9 129637789 2 129641999 0 - 140459 ASB6 129634603 129642169
NC_000015.10 chr15 100612216 0 100648462 2 + 140460 ASB7 100602549 100651701
NC_000012.12 chr12 48149365 0 48153496 0 - 140461 ASB8 48147787 48157594
NC_000023.11 chrX 15244505 2 15269874 0 - 140462 ASB9 15243986 15270467
NC_000012.12 chr12 56153918 0 56157726 2 + 140465 MYL6B 56152419 56157987
NC_000019.10 chr19 7519242 0 7520949 0 + 140467 ZNF358 7515281 7521025
NC_000002.12 chr2 170178287 0 170653121 1 + 140469 MYO3B 170178144 170655164
NC_000007.14 chr7 156643877 0 156676655 0 + 140545 RNF32 156640285 156677893
NC_000022.11 chr22 39021519 0 39032316 2 + 140564 APOBEC3D 39021112 39033251
NC_000001.11 chr1 153607533 0 153608151 0 - 140576 S100A16 153606885 153613038
NC_000021.9 chr21 18245223 0 18266153 2 + 140578 CHODL 17819594 18267373
NC_000008.11 chr8 7836484 0 7841194 2 + 140596 DEFB104A 7836470 7841242
NC_000023.11 chrX 102126830 0 102127514 0 + 140597 TCEAL2 102125687 102127712
NC_000019.10 chr19 47834443 0 47839967 0 + 1406 CRX 47821841 47843330
NC_000022.11 chr22 31104969 0 31107505 0 - 140606 SELM 31104776 31107565
NC_000001.11 chr1 198232580 0 198319522 0 + 140609 NEK7 198156977 198322420
NC_000019.10 chr19 56539018 0 56555392 2 + 140612 ZFP28 56537715 56556810
NC_000001.11 chr1 3021686 0 3022820 0 + 140625 ACTRT2 3021481 3022903
NC_000020.11 chr20 62464835 0 62475521 0 - 140628 GATA5 62463496 62475970
NC_000020.11 chr20 38724724 0 38728639 0 + 140679 SLC32A1 38724461 38729372
NC_000020.11 chr20 271206 1 290610 0 - 140680 C20orf96 270862 290778
NC_000020.11 chr20 33169145 0 33180560 2 + 140683 BPIFA2 33161835 33181417
NC_000020.11 chr20 63746929 0 63790757 0 - 140685 ZBTB46 63743667 63832344
NC_000020.11 chr20 45774427 2 45789975 0 - 140686 WFDC3 45774207 45791908
NC_000020.11 chr20 56491556 2 56497608 0 - 140687 GCNT7 56491491 56525925
NC_000020.11 chr20 32447595 2 32584890 0 - 140688 NOL4L 32443058 32585073
NC_000020.11 chr20 55998556 0 56004171 0 - 140689 CBLN4 55997356 56005474
NC_000020.11 chr20 57496249 1 57524205 0 - 140690 CTCFL 57495964 57525652
NC_000015.10 chr15 44736704 0 44767772 2 + 140691 TRIM69 44736361 44767829
NT_187605.1 chr15_KI270849v1_alt 60081 0 91143 2 + 140691 TRIM69 59738 91200
NC_000020.11 chr20 37102686 2 37179480 0 - 140699 MROH8 37101225 37179588
NC_000012.12 chr12 106992786 2 107092961 0 - 1407 CRY1 106991363 107093857
NC_000020.11 chr20 63975509 2 63979467 0 - 140700 SAMD10 63974112 63980986
NC_000020.11 chr20 63861540 0 63862950 0 + 140701 ABHD16B 63861212 63862988
NC_000020.11 chr20 32010454 0 32029802 1 + 140706 CCM2L 32010378 32032182
NC_000012.12 chr12 124993790 0 125025430 2 + 140707 BRI3BP 124993647 125051845
NC_000020.11 chr20 36777773 1 36863344 0 - 140710 SOGA1 36777441 36863684
NC_000020.11 chr20 36876174 0 36889386 1 + 140711 TLDC2 36876120 36894235
NC_000020.11 chr20 44756133 0 44810271 0 - 140730 RIMS4 44751803 44810338
NC_000020.11 chr20 58218494 2 58228653 0 - 140731 ANKRD60 58216125 58228653
NC_000020.11 chr20 32983793 0 33004340 0 - 140732 SUN5 32983772 33004449
NC_000020.11 chr20 13995763 0 16049876 2 + 140733 MACROD2 13995499 16053197
NC_000017.11 chr17 58087090 0 58089279 0 + 140735 DYNLL2 58083418 58090257
NC_000002.12 chr2 119431903 0 119437440 0 + 140738 TMEM37 119429911 119438520
NC_000002.12 chr2 237967086 0 238041338 0 + 140739 UBE2F 237966944 238042782
NC_000010.11 chr10 70672802 0 70760853 2 + 140766 ADAMTS14 70672538 70762441
NC_000006.12 chr6 24134327 0 24145946 0 + 140767 NRSN1 24126185 24147529
NC_000017.11 chr17 18315789 0 18323070 1 + 140775 SMCR8 18315279 18328056
NC_000011.10 chr11 45847249 0 45872231 2 + 1408 CRY2 45847117 45883248
NC_000014.9 chr14 46651091 0 46651736 0 - 140801 RPL10L 46651012 46651825
NC_000009.12 chr9 74724612 2 74887856 0 - 140803 TRPM6 74722494 74888094
NC_000012.12 chr12 52585981 2 52601452 0 - 140807 KRT72 52585588 52602944
NC_000020.11 chr20 648713 0 653185 0 - 140809 SRXN1 646614 653370
NC_000020.11 chr20 35699632 0 35700906 1 + 140823 ROMO1 35699309 35700980
NC_000020.11 chr20 45888757 2 45890991 0 - 140825 NEURL2 45888471 45891287
NC_000020.11 chr20 45857825 0 45878649 1 + 140831 ZSWIM3 45857580 45879131
NC_000020.11 chr20 45629813 0 45631018 2 + 140832 WFDC10A 45629745 45631192
NC_000020.11 chr20 44461884 2 44465279 0 - 140834 C20orf62 44461762 44465344
NC_000020.11 chr20 17693688 0 17735811 0 + 140836 BANF2 17693674 17735872
NC_000020.11 chr20 25615924 0 25623948 0 - 140838 NANP 25612934 25624012
NC_000020.11 chr20 157544 0 159024 2 + 140850 DEFB127 157469 159163
NC_000020.11 chr20 18813815 0 18814286 0 + 140856 SCP2D1 18813725 18814392
NC_000020.11 chr20 13221776 0 13299459 2 + 140862 ISM1 13221770 13300650
NC_000020.11 chr20 45534466 0 45539407 0 - 140870 WFDC6 45534196 45539495
NC_000020.11 chr20 35528257 0 35529373 0 - 140873 C20orf173 35520740 35529652
NC_000020.11 chr20 50587231 2 50630847 0 - 140876 FAM65C 50586107 50692004
NC_000020.11 chr20 23450505 0 23452811 0 - 140880 CST11 23450403 23452845
NC_000020.11 chr20 227288 0 229771 2 + 140881 DEFB129 227257 229886
NC_000022.11 chr22 22487766 0 22489398 0 - 140883 ZNF280B 22484420 22509187
NT_187629.1 chr22_KI270875v1_alt 123423 0 125055 0 - 140883 ZNF280B 120077 144844
NC_000020.11 chr20 1895447 0 1937568 0 + 140885 SIRPA 1894116 1939896
NC_000023.11 chrX 91435577 0 91436726 0 + 140886 PABPC5 91434597 91438584
NC_000005.10 chr5 66144376 0 66178868 0 + 140890 SREK1 66144217 66183616
NC_000020.11 chr20 62410877 2 62419647 0 - 140893 RBBP8NL 62410236 62427680
NC_000020.11 chr20 35968762 0 36030648 1 + 140894 CNBD2 35954561 36030700
NC_000021.9 chr21 43169099 0 43172280 0 + 1409 CRYAA 43169007 43172810
NC_000020.11 chr20 2101881 0 2117378 2 + 140901 STK35 2099798 2148555
NC_000020.11 chr20 44337157 0 44350792 1 + 140902 R3HDML 44337157 44350792
NC_000005.10 chr5 135446373 0 135447108 0 - 140947 DCANP1 135444213 135447348
NC_000003.12 chr3 119582169 0 119587878 1 + 141 ADPRH 119579432 119589945
NC_000011.10 chr11 111908763 0 111911724 0 - 1410 CRYAB 111908619 111913213
NC_000017.11 chr17 29246863 0 29254349 1 + 1411 CRYBA1 29246856 29254494
NC_000002.12 chr2 218990251 1 218993176 0 - 1412 CRYBA2 218990189 218993556
NC_000022.11 chr22 26622596 0 26630487 1 + 1413 CRYBA4 26607986 26630672
NC_000022.11 chr22 26599489 1 26616319 0 - 1414 CRYBB1 26599277 26618087
NC_000022.11 chr22 25221429 0 25231772 1 + 1415 CRYBB2 25211669 25231869
NC_000022.11 chr22 25201396 0 25207212 1 + 1417 CRYBB3 25198685 25207363
NC_000002.12 chr2 208160803 0 208163556 0 - 1418 CRYGA 208160739 208163573
NC_000002.12 chr2 208142637 0 208146120 0 - 1419 CRYGB 208142572 208146153
NC_000001.11 chr1 226361459 1 226407929 0 - 142 PARP1 226360690 226408100
NC_000002.12 chr2 208128202 0 208129792 0 - 1420 CRYGC 208128136 208139738
NC_000002.12 chr2 208121672 0 208124473 0 - 1421 CRYGD 208121606 208124589
NC_000001.11 chr1 1615459 0 1630530 2 + 142678 MIB2 1614974 1630610
NC_000002.12 chr2 183078933 0 183095658 0 + 142679 DUSP19 183078223 183100008
NC_000009.12 chr9 137231702 0 137236416 0 + 142680 SLC34A3 137230115 137236554
NC_000001.11 chr1 160945139 0 160954741 0 - 142683 ITLN2 160945019 160957378
NC_000023.11 chrX 103499922 0 103500756 0 - 142684 RAB40A 103499135 103519489
NC_000007.14 chr7 123614502 0 123636981 2 + 142685 ASB15 123566998 123637900
NC_000003.12 chr3 57276549 2 57292033 0 - 142686 ASB14 57268350 57292720
NC_000023.11 chrX 64224334 2 64225650 0 - 142689 ASB12 64224191 64230631
NC_000003.12 chr3 186538695 0 186544326 0 - 1427 CRYGS 186538442 186544378
